Kennzeichen;Identnummer;Bankleitzahl;Institutsart;Sektor;Firmenbuchnummer;Bankenname;Straße;PLZ;Ort;Postadresse / Straße;Postadresse / PLZ;Postadresse / Ort;Postfach;Bundesland;Telefon;Fax;E-Mail;SWIFT-Code;Homepage;Gründungsdatum;LEI
;285994;35035;;Raiffeisen;71242v;Raiffeisenbank Pinzgau Mitte eGen;Lofererstr.5;5760;Saalfelden am Stein. Meer;;;;;Salzburg;06582/72218;;info@pinzgau.raiffeisen.at;RVSAAT2S053;www.raiffeisen.at/sbg/pinzgau;01.01.1902;5299001R65GPN5AW9T45
;281646;35036;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;281646;35037;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;325317;35038;;Raiffeisen;68161m;Raiffeisenbank Flachgau Nord eGen;Hauptstr.3;5112;Lamprechtshausen;;;;;Salzburg;06274/4040;;info@fn.raiffeisen.at;RVSAAT2S030;www.raiffeisen.at/sbg/flachgaunord;16.05.1920;529900351GPS9WXA2C05
Hauptanstalt;285897;35039;KI;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6444;;mittersill@rbop.at;RVSAAT2S039;www.raiffeisen.at/sbg/oberpinzgau;26.03.1894;529900RD4I6JQDY6HA87
;285897;35042;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6444;;mittersill@rbop.at;RVSAAT2S039;www.raiffeisen.at/sbg/oberpinzgau;26.03.1894;529900RD4I6JQDY6HA87
;279986;35043;;Raiffeisen;71071t;Raiffeisenbank Hohe Tauern eGen;Wilhelm-Fazokas-Straße 2c;5710;Kaprun;;;;;Salzburg;06547/8245-0;;info@hohetauern.raiffeisen.at;RVSAAT2S012;www.hohetauern.raiffeisen.at;26.06.1893;529900LKC78RCPF4OP49
;325317;35044;;Raiffeisen;68161m;Raiffeisenbank Flachgau Nord eGen;Hauptstr.3;5112;Lamprechtshausen;;;;;Salzburg;06274/4040;;info@fn.raiffeisen.at;RVSAAT2S030;www.raiffeisen.at/sbg/flachgaunord;16.05.1920;529900351GPS9WXA2C05
;280216;35045;;Raiffeisen;69205y;Raiffeisenbank Hallein-Oberalm eGen;Justin-Robert-Platz 1;5400;Hallein;;;;;Salzburg;06245/80465;;info@hallein.raiffeisen.at;RVSAAT2S022;www.hallein.raiffeisen.at;07.11.1907;529900EO4WC4F1KM1F38
;325317;35046;;Raiffeisen;68161m;Raiffeisenbank Flachgau Nord eGen;Hauptstr.3;5112;Lamprechtshausen;;;;;Salzburg;06274/4040;;info@fn.raiffeisen.at;RVSAAT2S030;www.raiffeisen.at/sbg/flachgaunord;16.05.1920;529900351GPS9WXA2C05
Hauptanstalt;370525;35047;KI;Raiffeisen;70019w;Raiffeisenbank Salzburger Seenland eGen;Hauptstraße 52;5201;Seekirchen am Wallersee;;;;;Salzburg;06212/6366;;info@rb-seenland.at;RVSAAT2S047;www.raiffeisen.at/sbg/salzburger-seenland;26.10.1924;529900HQQ5B304CEBH51
;279986;35048;;Raiffeisen;71071t;Raiffeisenbank Hohe Tauern eGen;Wilhelm-Fazokas-Straße 2c;5710;Kaprun;;;;;Salzburg;06547/8245-0;;info@hohetauern.raiffeisen.at;RVSAAT2S012;www.hohetauern.raiffeisen.at;26.06.1893;529900LKC78RCPF4OP49
Hauptanstalt;281620;35049;KI;Raiffeisen;70832s;Raiffeisenbank Radstadt-Untertauern-Filzmoos-Forstau registrierte Genossenschaft mit beschränkter Haftung;Stadtplatz 6/7;5550;Radstadt;;;;;Salzburg;06452/4267;;info@radstadt.raiffeisen.at;RVSAAT2S049;www.raiffeisen.at/sbg/radstadt-untertauern-filzmoos-forstau;01.01.1898;529900EHKIU0WY56RO78
;281646;35050;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
Hauptanstalt;285846;35051;KI;Raiffeisen;70163g;Raiffeisenbank Rauris-Bucheben eGen;Marktstr.32;5661;Rauris;;;;;Salzburg;06544/6229;;info@rauris.raiffeisen.at;RVSAAT2S051;www.salzburg.raiffeisen.at/rauris;13.09.1892;5299004ZU2QE5YME0H22
Hauptanstalt;280330;35052;KI;Raiffeisen;68022h;Raiffeisenbank Saalbach-Hinterglemm-Viehhofen eGen;Dorfplatz 311;5753;Saalbach-Hinterglemm;Dorfplatz 311;5753;Saalbach;;Salzburg;06541/7166;;info@saalbach.raiffeisen.at;RVSAAT2S052;www.saalbach.raiffeisen.at;01.01.1892;529900RZCTL7FS07IX41
Hauptanstalt;285994;35053;KI;Raiffeisen;71242v;Raiffeisenbank Pinzgau Mitte eGen;Lofererstr.5;5760;Saalfelden am Stein. Meer;;;;;Salzburg;06582/72218;;info@pinzgau.raiffeisen.at;RVSAAT2S053;www.raiffeisen.at/sbg/pinzgau;01.01.1902;5299001R65GPN5AW9T45
;285862;35054;;Raiffeisen;68047w;Raiffeisenbank Salzburg Liefering-Maxglan-Siezenheim eGen;Innsbrucker Bundesstraße 34;5020;Salzburg;;;;;Salzburg;0662/433561;;info@rblms.at;RVSAAT2S034;www.liefering-maxglan.raiffeisen.at;03.07.1913;5299006VR0N8XB1AYR69
Hauptanstalt;285820;35055;KI;Raiffeisen;37924x;Raiffeisenbank Pongau Mitte eGen;Salzburgerstraße 39b;5620;Schwarzach;;;;;Salzburg;06415/5353;;info@rbpm.at;RVSAAT2S055;www.pongaumitte.raiffeisen.at;24.02.1895;5299009P3E3YVMYOMP72
Hauptanstalt;280348;35056;KI;Raiffeisen;70850t;Raiffeisenbank St.Gilgen-Fuschl-Strobl eGen;Mozartplatz 4;5340;St. Gilgen;;;;;Salzburg;06227/2269;;info@raiffeisenbank-sanktgilgen.at;RVSAAT2S056;www.stgilgen.at;03.02.1902;529900P6ELWHYX9UA822
;280437;35057;;Raiffeisen;71082h;Raiffeisenbank St. Johann-Wagrain-Kleinarl eGen;Ing. Ludwig Pech-Straße 1;5600;St. Johann im Pongau;;;;;Salzburg;06412/6161;;info@sanktjohann.raiffeisen.at;RVSAAT2S069;www.sanktjohann.raiffeisen.at;01.01.1899;529900TM5Z07RGPDPP86
;285978;35058;;Raiffeisen;70108a;Raiffeisenbank Kuchl-St. Koloman eGen;Markt 222;5431;Kuchl;;;;;Salzburg;06244/6507;;info@kuchl.raiffeisen.at;RVSAAT2S029;www.raiffeisen.at/sbg/kuchl;30.08.1925;529900ZRHSL769NX0G06
Hauptanstalt;371009;35060;KI;Raiffeisen;68225g;Raiffeisenbank St. Martin-Lofer-Weißbach eGen;St. Martin Nr.7;5092;St. Martin bei Lofer;;;;;Salzburg;06588/8000-40;;info@sanktmartin.raiffeisen.at;RVSAAT2S060;www.sanktmartin.raiffeisen.at;01.01.1896;5299006QOEXB5SXL4028
;281646;35061;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
Hauptanstalt;280372;35062;KI;Raiffeisen;67421z;Raiffeisenbank Straßwalchen eGen;Salzburger Str. 3;5204;Straßwalchen;;;;;Salzburg;06215/8282;;info@strasswalchen.raiffeisen.at;RVSAAT2S062;www.strasswalchen.raiffeisen.at;03.11.1895;529900KELJW0X5IGKS48
Hauptanstalt;281646;35063;KI;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
Hauptanstalt;371467;35064;KI;Raiffeisen;70746p;Raiffeisenbank Taxenbach eGen;Raiffeisenstr.1;5660;Taxenbach;;;;;Salzburg;06543/5227;;info@taxenbach.raiffeisen.at;RVSAAT2S064;www.taxenbach.raiffeisen.at;12.12.1889;529900L2BWCD9XBNJL68
Hauptanstalt;371475;35065;KI;Raiffeisen;71262y;Raiffeisenbank Fuschlsee West eGen;Wolfgangseestr. 26;5322;Hof bei Salzburg;;;;;Salzburg;06229 22 40-0;;info@fsw.raiffeisen.at;RVSAAT2S065;www.fuschlseewest.raiffeisen.at;18.03.1894;529900FPB63BJZ91F272
Hauptanstalt;285951;35066;KI;Raiffeisen;67417v;Raiffeisenbank Unken eGen;Niederland 103;5091;Unken;;;;;Salzburg;06589/4235;;info@unken.raiffeisen.at;RVSAAT2S066;www.unken.raiffeisen.at;02.02.1920;529900BIJJGJJXO33652
;285897;35068;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6444;;mittersill@rbop.at;RVSAAT2S039;www.raiffeisen.at/sbg/oberpinzgau;26.03.1894;529900RD4I6JQDY6HA87
Hauptanstalt;280437;35069;KI;Raiffeisen;71082h;Raiffeisenbank St. Johann-Wagrain-Kleinarl eGen;Ing. Ludwig Pech-Straße 1;5600;St. Johann im Pongau;;;;;Salzburg;06412/6161;;info@sanktjohann.raiffeisen.at;RVSAAT2S069;www.sanktjohann.raiffeisen.at;01.01.1899;529900TM5Z07RGPDPP86
;285897;35070;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6444;;mittersill@rbop.at;RVSAAT2S039;www.raiffeisen.at/sbg/oberpinzgau;26.03.1894;529900RD4I6JQDY6HA87
Hauptanstalt;281662;35071;KI;Raiffeisen;69326a;Raiffeisenbank Wals-Himmelreich eGen;Hauptstraße 13;5071;Wals bei Salzburg;;;;;Salzburg;0662/850334;;info@wals.raiffeisen.at;RVSAAT2S071;www.wals.raiffeisen.at;01.03.1925;5299008KTG5Y94Z10032
;285820;35072;;Raiffeisen;37924x;Raiffeisenbank Pongau Mitte eGen;Salzburgerstraße 39b;5620;Schwarzach;;;;;Salzburg;06415/5353;;info@rbpm.at;RVSAAT2S055;www.pongaumitte.raiffeisen.at;24.02.1895;5299009P3E3YVMYOMP72
;370525;35075;;Raiffeisen;70019w;Raiffeisenbank Salzburger Seenland eGen;Hauptstraße 52;5201;Seekirchen am Wallersee;;;;;Salzburg;06212/6366;;info@rb-seenland.at;RVSAAT2S047;www.raiffeisen.at/sbg/salzburger-seenland;26.10.1924;529900HQQ5B304CEBH51
;285919;35101;;Raiffeisen;37217g;Raiffeisenbank Lammertal eGen;Markt 49;5441;Abtenau;;;;;Salzburg;06243/2500;;info@lammertal.raiffeisen.at;RVSAAT2S001;www.lammertal.raiffeisen.at;29.11.1891;529900B1I234XFGXB654
;283894;35104;;Raiffeisen;70820y;Raiffeisenbank Altenmarkt-Flachau-Eben eGen;Marktplatz 5;5541;Altenmarkt im Pongau;;;;;Salzburg;06452/5442;;info@altenmarkt.raiffeisen.at;RVSAAT2S004;www.raiffeisen.at/sbg/altenmarkt-flachau-eben;14.08.1910;529900WKMGV4YQB28F12
;281670;35105;;Raiffeisen;70037x;Raiffeisenbank Untersberg eGen;Hauptstraße 28;5082;Grödig;;;;;Salzburg;06246/72261;;info@untersberg.raiffeisen.at;RVSAAT2S018;www.untersberg.raiffeisen.at;21.11.1926;529900TN0TW2D7KQBH06
;280143;35108;;Raiffeisen;70072y;Raiffeisenbank Flachgau Mitte eGen;Dorf 1;5301;Eugendorf;;;;;Salzburg;06225/8236;;info@rbflachgaumitte.at;RVSAAT2S015;www.flachgaumitte.raiffeisen.at;17.05.1924;529900N9C4Q1U8GYMT96
;370525;35109;;Raiffeisen;70019w;Raiffeisenbank Salzburger Seenland eGen;Hauptstraße 52;5201;Seekirchen am Wallersee;;;;;Salzburg;06212/6366;;info@rb-seenland.at;RVSAAT2S047;www.raiffeisen.at/sbg/salzburger-seenland;26.10.1924;529900HQQ5B304CEBH51
;285820;35110;;Raiffeisen;37924x;Raiffeisenbank Pongau Mitte eGen;Salzburgerstraße 39b;5620;Schwarzach;;;;;Salzburg;06415/5353;;info@rbpm.at;RVSAAT2S055;www.pongaumitte.raiffeisen.at;24.02.1895;5299009P3E3YVMYOMP72
;285897;35111;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6444;;mittersill@rbop.at;RVSAAT2S039;www.raiffeisen.at/sbg/oberpinzgau;26.03.1894;529900RD4I6JQDY6HA87
;279986;35112;;Raiffeisen;71071t;Raiffeisenbank Hohe Tauern eGen;Wilhelm-Fazokas-Straße 2c;5710;Kaprun;;;;;Salzburg;06547/8245-0;;info@hohetauern.raiffeisen.at;RVSAAT2S012;www.hohetauern.raiffeisen.at;26.06.1893;529900LKC78RCPF4OP49
;280143;35115;;Raiffeisen;70072y;Raiffeisenbank Flachgau Mitte eGen;Dorf 1;5301;Eugendorf;;;;;Salzburg;06225/8236;;info@rbflachgaumitte.at;RVSAAT2S015;www.flachgaumitte.raiffeisen.at;17.05.1924;529900N9C4Q1U8GYMT96
;281670;35118;;Raiffeisen;70037x;Raiffeisenbank Untersberg eGen;Hauptstraße 28;5082;Grödig;;;;;Salzburg;06246/72261;;info@untersberg.raiffeisen.at;RVSAAT2S018;www.untersberg.raiffeisen.at;21.11.1926;529900TN0TW2D7KQBH06
;280160;35119;;Raiffeisen;70102t;Raiffeisenbank Großarl-Hüttschlag eGen;Marktstraße 8;5611;Großarl;;;;;Salzburg;06414/239;;info@grossarl.raiffeisen.at;RVSAAT2S019;www.grossarl.raiffeisen.at;06.01.1895;5299000DS6PEAJA28H06
;280194;35121;;Raiffeisen;70791f;Raiffeisenbank Wallersee eGen;Hauptstraße 39;5202;Neumarkt am Wallersee;;;;;Salzburg;06216/5312;;info@wallersee.raiffeisen.at;RVSAAT2S021;www.wallersee.raiffeisen.at;01.01.1903;529900WAA7HEARUX0S78
;280216;35122;;Raiffeisen;69205y;Raiffeisenbank Hallein-Oberalm eGen;Justin-Robert-Platz 1;5400;Hallein;;;;;Salzburg;06245/80465;;info@hallein.raiffeisen.at;RVSAAT2S022;www.hallein.raiffeisen.at;07.11.1907;529900EO4WC4F1KM1F38
;371475;35125;;Raiffeisen;71262y;Raiffeisenbank Fuschlsee West eGen;Wolfgangseestr. 26;5322;Hof bei Salzburg;;;;;Salzburg;06229 22 40-0;;info@fsw.raiffeisen.at;RVSAAT2S065;www.fuschlseewest.raiffeisen.at;18.03.1894;529900FPB63BJZ91F272
;285803;35126;;Raiffeisen;71064g;Raiffeisenbank Gastein eGen;Kaiser Franz-Platz 4;5630;Bad Hofgastein;;;;;Salzburg;06432/6152;;info@gastein.raiffeisen.at;RVSAAT2S026;www.salzburg.raiffeisen.at/gastein;04.12.1904;529900CYGULV4U54UT27
;281581;35127;;Raiffeisen;37949h;Raiffeisenbank Hüttau-St. Martin eGen;Hüttau Nr. 35;5511;Hüttau;;;;;Salzburg;06458/7248;;info@huettau.raiffeisen.at;RVSAAT2S027;www.huettau.raiffeisen.at;19.06.1899;529900YXRNPC5YDM1P93
;325317;35130;;Raiffeisen;68161m;Raiffeisenbank Flachgau Nord eGen;Hauptstr.3;5112;Lamprechtshausen;;;;;Salzburg;06274/4040;;info@fn.raiffeisen.at;RVSAAT2S030;www.raiffeisen.at/sbg/flachgaunord;16.05.1920;529900351GPS9WXA2C05
;285897;35139;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6444;;mittersill@rbop.at;RVSAAT2S039;www.raiffeisen.at/sbg/oberpinzgau;26.03.1894;529900RD4I6JQDY6HA87
;370525;35147;;Raiffeisen;70019w;Raiffeisenbank Salzburger Seenland eGen;Hauptstraße 52;5201;Seekirchen am Wallersee;;;;;Salzburg;06212/6366;;info@rb-seenland.at;RVSAAT2S047;www.raiffeisen.at/sbg/salzburger-seenland;26.10.1924;529900HQQ5B304CEBH51
;281620;35149;;Raiffeisen;70832s;Raiffeisenbank Radstadt-Untertauern-Filzmoos-Forstau registrierte Genossenschaft mit beschränkter Haftung;Stadtplatz 6/7;5550;Radstadt;;;;;Salzburg;06452/4267;;info@radstadt.raiffeisen.at;RVSAAT2S049;www.raiffeisen.at/sbg/radstadt-untertauern-filzmoos-forstau;01.01.1898;529900EHKIU0WY56RO78
;280330;35152;;Raiffeisen;68022h;Raiffeisenbank Saalbach-Hinterglemm-Viehhofen eGen;Dorfplatz 311;5753;Saalbach-Hinterglemm;Dorfplatz 311;5753;Saalbach;;Salzburg;06541/7166;;info@saalbach.raiffeisen.at;RVSAAT2S052;www.saalbach.raiffeisen.at;01.01.1892;529900RZCTL7FS07IX41
;285862;35154;;Raiffeisen;68047w;Raiffeisenbank Salzburg Liefering-Maxglan-Siezenheim eGen;Innsbrucker Bundesstraße 34;5020;Salzburg;;;;;Salzburg;0662/433561;;info@rblms.at;RVSAAT2S034;www.liefering-maxglan.raiffeisen.at;03.07.1913;5299006VR0N8XB1AYR69
;285820;35155;;Raiffeisen;37924x;Raiffeisenbank Pongau Mitte eGen;Salzburgerstraße 39b;5620;Schwarzach;;;;;Salzburg;06415/5353;;info@rbpm.at;RVSAAT2S055;www.pongaumitte.raiffeisen.at;24.02.1895;5299009P3E3YVMYOMP72
;280348;35156;;Raiffeisen;70850t;Raiffeisenbank St.Gilgen-Fuschl-Strobl eGen;Mozartplatz 4;5340;St. Gilgen;;;;;Salzburg;06227/2269;;info@raiffeisenbank-sanktgilgen.at;RVSAAT2S056;www.stgilgen.at;03.02.1902;529900P6ELWHYX9UA822
;371009;35160;;Raiffeisen;68225g;Raiffeisenbank St. Martin-Lofer-Weißbach eGen;St. Martin Nr.7;5092;St. Martin bei Lofer;;;;;Salzburg;06588/8000-40;;info@sanktmartin.raiffeisen.at;RVSAAT2S060;www.sanktmartin.raiffeisen.at;01.01.1896;5299006QOEXB5SXL4028
;281646;35161;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;281646;35163;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;371467;35164;;Raiffeisen;70746p;Raiffeisenbank Taxenbach eGen;Raiffeisenstr.1;5660;Taxenbach;;;;;Salzburg;06543/5227;;info@taxenbach.raiffeisen.at;RVSAAT2S064;www.taxenbach.raiffeisen.at;12.12.1889;529900L2BWCD9XBNJL68
;280437;35169;;Raiffeisen;71082h;Raiffeisenbank St. Johann-Wagrain-Kleinarl eGen;Ing. Ludwig Pech-Straße 1;5600;St. Johann im Pongau;;;;;Salzburg;06412/6161;;info@sanktjohann.raiffeisen.at;RVSAAT2S069;www.sanktjohann.raiffeisen.at;01.01.1899;529900TM5Z07RGPDPP86
;285897;35170;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6444;;mittersill@rbop.at;RVSAAT2S039;www.raiffeisen.at/sbg/oberpinzgau;26.03.1894;529900RD4I6JQDY6HA87
;285820;35172;;Raiffeisen;37924x;Raiffeisenbank Pongau Mitte eGen;Salzburgerstraße 39b;5620;Schwarzach;;;;;Salzburg;06415/5353;;info@rbpm.at;RVSAAT2S055;www.pongaumitte.raiffeisen.at;24.02.1895;5299009P3E3YVMYOMP72
;283894;35204;;Raiffeisen;70820y;Raiffeisenbank Altenmarkt-Flachau-Eben eGen;Marktplatz 5;5541;Altenmarkt im Pongau;;;;;Salzburg;06452/5442;;info@altenmarkt.raiffeisen.at;RVSAAT2S004;www.raiffeisen.at/sbg/altenmarkt-flachau-eben;14.08.1910;529900WKMGV4YQB28F12
;279986;35212;;Raiffeisen;71071t;Raiffeisenbank Hohe Tauern eGen;Wilhelm-Fazokas-Straße 2c;5710;Kaprun;;;;;Salzburg;06547/8245-0;;info@hohetauern.raiffeisen.at;RVSAAT2S012;www.hohetauern.raiffeisen.at;26.06.1893;529900LKC78RCPF4OP49
;280143;35215;;Raiffeisen;70072y;Raiffeisenbank Flachgau Mitte eGen;Dorf 1;5301;Eugendorf;;;;;Salzburg;06225/8236;;info@rbflachgaumitte.at;RVSAAT2S015;www.flachgaumitte.raiffeisen.at;17.05.1924;529900N9C4Q1U8GYMT96
;280194;35221;;Raiffeisen;70791f;Raiffeisenbank Wallersee eGen;Hauptstraße 39;5202;Neumarkt am Wallersee;;;;;Salzburg;06216/5312;;info@wallersee.raiffeisen.at;RVSAAT2S021;www.wallersee.raiffeisen.at;01.01.1903;529900WAA7HEARUX0S78
;371475;35225;;Raiffeisen;71262y;Raiffeisenbank Fuschlsee West eGen;Wolfgangseestr. 26;5322;Hof bei Salzburg;;;;;Salzburg;06229 22 40-0;;info@fsw.raiffeisen.at;RVSAAT2S065;www.fuschlseewest.raiffeisen.at;18.03.1894;529900FPB63BJZ91F272
;285803;35226;;Raiffeisen;71064g;Raiffeisenbank Gastein eGen;Kaiser Franz-Platz 4;5630;Bad Hofgastein;;;;;Salzburg;06432/6152;;info@gastein.raiffeisen.at;RVSAAT2S026;www.salzburg.raiffeisen.at/gastein;04.12.1904;529900CYGULV4U54UT27
;285897;35239;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6444;;mittersill@rbop.at;RVSAAT2S039;www.raiffeisen.at/sbg/oberpinzgau;26.03.1894;529900RD4I6JQDY6HA87
;281620;35249;;Raiffeisen;70832s;Raiffeisenbank Radstadt-Untertauern-Filzmoos-Forstau registrierte Genossenschaft mit beschränkter Haftung;Stadtplatz 6/7;5550;Radstadt;;;;;Salzburg;06452/4267;;info@radstadt.raiffeisen.at;RVSAAT2S049;www.raiffeisen.at/sbg/radstadt-untertauern-filzmoos-forstau;01.01.1898;529900EHKIU0WY56RO78
;285820;35255;;Raiffeisen;37924x;Raiffeisenbank Pongau Mitte eGen;Salzburgerstraße 39b;5620;Schwarzach;;;;;Salzburg;06415/5353;;info@rbpm.at;RVSAAT2S055;www.pongaumitte.raiffeisen.at;24.02.1895;5299009P3E3YVMYOMP72
;280348;35256;;Raiffeisen;70850t;Raiffeisenbank St.Gilgen-Fuschl-Strobl eGen;Mozartplatz 4;5340;St. Gilgen;;;;;Salzburg;06227/2269;;info@raiffeisenbank-sanktgilgen.at;RVSAAT2S056;www.stgilgen.at;03.02.1902;529900P6ELWHYX9UA822
;281646;35261;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;281646;35263;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;285820;35272;;Raiffeisen;37924x;Raiffeisenbank Pongau Mitte eGen;Salzburgerstraße 39b;5620;Schwarzach;;;;;Salzburg;06415/5353;;info@rbpm.at;RVSAAT2S055;www.pongaumitte.raiffeisen.at;24.02.1895;5299009P3E3YVMYOMP72
;285820;35310;;Raiffeisen;37924x;Raiffeisenbank Pongau Mitte eGen;Salzburgerstraße 39b;5620;Schwarzach;;;;;Salzburg;06415/5353;;info@rbpm.at;RVSAAT2S055;www.pongaumitte.raiffeisen.at;24.02.1895;5299009P3E3YVMYOMP72
;279986;35312;;Raiffeisen;71071t;Raiffeisenbank Hohe Tauern eGen;Wilhelm-Fazokas-Straße 2c;5710;Kaprun;;;;;Salzburg;06547/8245-0;;info@hohetauern.raiffeisen.at;RVSAAT2S012;www.hohetauern.raiffeisen.at;26.06.1893;529900LKC78RCPF4OP49
;280216;35322;;Raiffeisen;69205y;Raiffeisenbank Hallein-Oberalm eGen;Justin-Robert-Platz 1;5400;Hallein;;;;;Salzburg;06245/80465;;info@hallein.raiffeisen.at;RVSAAT2S022;www.hallein.raiffeisen.at;07.11.1907;529900EO4WC4F1KM1F38
;285897;35339;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6444;;mittersill@rbop.at;RVSAAT2S039;www.raiffeisen.at/sbg/oberpinzgau;26.03.1894;529900RD4I6JQDY6HA87
;280330;35352;;Raiffeisen;68022h;Raiffeisenbank Saalbach-Hinterglemm-Viehhofen eGen;Dorfplatz 311;5753;Saalbach-Hinterglemm;Dorfplatz 311;5753;Saalbach;;Salzburg;06541/7166;;info@saalbach.raiffeisen.at;RVSAAT2S052;www.saalbach.raiffeisen.at;01.01.1892;529900RZCTL7FS07IX41
;281646;35361;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;281662;35371;;Raiffeisen;69326a;Raiffeisenbank Wals-Himmelreich eGen;Hauptstraße 13;5071;Wals bei Salzburg;;;;;Salzburg;0662/850334;;info@wals.raiffeisen.at;RVSAAT2S071;www.wals.raiffeisen.at;01.03.1925;5299008KTG5Y94Z10032
;283894;35404;;Raiffeisen;70820y;Raiffeisenbank Altenmarkt-Flachau-Eben eGen;Marktplatz 5;5541;Altenmarkt im Pongau;;;;;Salzburg;06452/5442;;info@altenmarkt.raiffeisen.at;RVSAAT2S004;www.raiffeisen.at/sbg/altenmarkt-flachau-eben;14.08.1910;529900WKMGV4YQB28F12
;280216;35422;;Raiffeisen;69205y;Raiffeisenbank Hallein-Oberalm eGen;Justin-Robert-Platz 1;5400;Hallein;;;;;Salzburg;06245/80465;;info@hallein.raiffeisen.at;RVSAAT2S022;www.hallein.raiffeisen.at;07.11.1907;529900EO4WC4F1KM1F38
;280330;35452;;Raiffeisen;68022h;Raiffeisenbank Saalbach-Hinterglemm-Viehhofen eGen;Dorfplatz 311;5753;Saalbach-Hinterglemm;Dorfplatz 311;5753;Saalbach;;Salzburg;06541/7166;;info@saalbach.raiffeisen.at;RVSAAT2S052;www.saalbach.raiffeisen.at;01.01.1892;529900RZCTL7FS07IX41
;280216;35522;;Raiffeisen;69205y;Raiffeisenbank Hallein-Oberalm eGen;Justin-Robert-Platz 1;5400;Hallein;;;;;Salzburg;06245/80465;;info@hallein.raiffeisen.at;RVSAAT2S022;www.hallein.raiffeisen.at;07.11.1907;529900EO4WC4F1KM1F38
Hauptanstalt;80594;36000;KI;Raiffeisen;223624i;Raiffeisen-Landesbank Tirol AG;Steinbockallee 29;6063;Rum;;6021;Innsbruck;543;Tirol;0512/5305;;info@rlb-tirol.at;RZTIAT22XXX;www.rlb-tirol.at;24.05.2002;5299005OACOC1C1OFJ11
